Source,CAS Catalog Number,FieldNumber,Additional Identifier,Duplicate,Family,CommonName,Genus,Species,Name,affiliation,County,City,Locality,Inial Lat (starts 2018),Initial Long (starts 2018),Latitude,Longitude,Lat/Long Estimated,corrected by,date fixed,georeferencing notes,georeferenced longitude,georeferenced latitude,uncertainty raduis (m),fixed Latitude,fixed Longitude,How fixed lat/long determined,georeferenced by,lat/long protocol,How Lat/Long Det,georeference verification,Confidence Code,GE#,SignsHumanInteraction,BoatCollision,Shot,FisheryInteraction,OtherHumanInter,HowDetermined,OtherCauses,CauseOfDeathOtherRemarks,DateOfInitialObs,First Observed,InitialStatus,Era,ExaminationDate,month,day,year,NoExam,ExamCondition,Sex,AgeClass,condition,CarcassType,StraightLength,SL_units,SL_estimated,Tag at Stranding,Tag_1_ID,Tag_1_Color,Tag_1_Type,Tag_1_Placement,Tag_2_ID,Tag_2_Color,Tag_2_Type,Tag_2_Placement,Disposal_Towed,Disposal_Sunk,SpecimenDisp_ScientificCollection,Necropsy Code,Necropsied,Necropsy Type,Carcass Type,NecropsiedDate,NecropsiedBy,Additional Remarks,Gear Collected,Gear Disposition
CAS,,CAS-Pv-11APR15-SLP-A,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Moss Beach,Fitzgerald Marine Reserve - Seal cove,,,37.51793,-122.513624,FALSE,kkhigh,2/12/2021 17:35,,-122.513624,37.51793,10,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,10-Apr-15,,Moderate Decomposition,3,4/11/2015,4,,2015,FALSE,Moderate Decomposition,Female,Pup / Calf,,No,72,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-11APR15-SLP-B,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Moss Beach,Fitzgerald Marine Reserve - Frenchman's reef,,,37.51648,-122.512902,FALSE,kkhigh,2/11/2021 22:49,,-122.512902,37.51648,10,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,11-Apr-15,,Moderate Decomposition,3,4/11/2015,4,,2015,FALSE,Moderate Decomposition,Male,Pup / Calf,,No,76,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-11APR16-SLP-A,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Sausalito,Travis Marina,,,37.833599,-122.47433,TRUE,kkhigh,3/20/2021 22:28,,-122.47433,37.833599,41,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,11-Apr-16,Beach or Land,Moderate Decomposition,3,,4,,2016,TRUE,Moderate Decomposition,Unknown,Pup / Calf,,Whole Carcass,1,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-11APR16-SLP-B,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Moss Beach,Fitzgerald Marine Reserve:  South of Distillery Point,,,37.516322,-122.512747,TRUE,kkhigh,2/11/2021 22:41,,-122.512747,37.516322,10,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,11-Apr-16,Beach or Land,Freshly Dead,3,4/11/2016,4,,2016,FALSE,Freshly Dead,Female,Pup / Calf,,Whole Carcass,71,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-11APR19-SLP-A,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Moss Beach,"Fitzgerald Marine Reserve, South of Distillery Point",37.516796,-122.513234,37.516796,-122.513234,TRUE,kkhigh,2/11/2021 22:34,,-122.513234,37.516796,20,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,11-Apr-19,Beach or Land,Freshly Dead,3,4/11/2019,4,,2019,FALSE,Freshly Dead,Unknown,Pup / Calf,,Whole Carcass,99,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,carcass retained by Fizgerald Marine Reserve for their visitor center.,FALSE,
CAS,,CAS-Pv-11APR19-SLP-B,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Pacifica,Below the bluffs in the Sharp Park area of Pacifica,37.643286,-122.493831,37.643286,-122.493831,TRUE,kkhigh,2/13/2021 22:07,,-122.493831,37.643286,30,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,11-Apr-19,Beach or Land,Freshly Dead,3,,4,,2019,TRUE,,Unknown,Pup / Calf,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,in the intertidal area.,FALSE,
CAS,,CAS-Pv-11APR19-SWG,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SARAH GRIMES,,Mendocino,Westport,Westport Union Landing State Beach,39.683573,-123.792266,39.683573,-123.792266,FALSE,kkhigh,3/25/2021 0:23,,-123.792266,39.683573,40,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,11-Apr-19,Beach or Land,Freshly Dead,3,4/11/2019,4,,2019,FALSE,Freshly Dead,Unknown,Subadult,,Partial Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,partial carcass with what appears to be orca tooth holes in remaining pelt.,FALSE,
CAS,,CAS-Pv-11APR97-RB,,,Phocidae,HARBOR SEAL,Phoca,vitulina,RAYMOND BANDAR,,San Mateo,Pacifica,SHELTER COVE,,,,,FALSE,kkhigh,2/21/2021 6:20,ngis based off of description,-122.516144,37.595357,467,,,,,,,,,,Yes,TRUE,FALSE,FALSE,,PROPELLER MARKS ON BODY,FALSE,,11-Apr-97,,,3,4/12/1997,4,,1997,FALSE,Freshly Dead,Female,,,No,152,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-11AUG12-SLP,,,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Moss Beach,"Fitzgerald Marine Reserve, Main beach",,,37.52398,-122.5178,FALSE,kkhigh,2/10/2021 23:32,,-122.5178,37.52398,50,,,,,,,,,,No,FALSE,FALSE,FALSE,,,FALSE,,11-Aug-12,,Freshly Dead,3,8/19/2012,8,,2012,FALSE,Advanced Decomposition,Male,Pup / Calf,,No,98,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-11AUG95-RB-A,,,Phocidae,HARBOR SEAL,Phoca,vitulina,RAYMOND BANDAR,,San Mateo,,TUNITAS CREEK BEACH: ABOUT 100 YARDS S OF MOUTH OF CREEK,,,,,FALSE,kkhigh,2/22/2021 1:29,ngis based off of description,-122.401563,37.357321,88,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,11-Aug-95,,Mummified / Skeleton,3,8/11/1995,8,,1995,FALSE,Mummified / Skeleton,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
Regional,,CAS-Pv-11Aug95-RB-B,9508104,,Phocidae,HARBOR SEAL,PHOCA,VITULINA,"R. BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,SAN MATEO,,TUNITAS CREEK BEACH,,,,,,kkhigh,3/26/2021 23:22,ngis based off of description,-122.401334,37.355462,807,,,,,,,,,,UNKNOWN,,,,,,,,,8/11/1995,,3,8/11/1995,8,,1995,,MODERATE DECOMPOSITION,U,UNKNOWN,,,,,,N,,,,,,,,,,,,,,,,,,,,
CAS,,CAS-Pv-11DEC01-RB,,R,Phocidae,HARBOR SEAL,Phoca,vitulina,RAYMOND BANDAR,,San Mateo,Pacifica,ABOUT 300YDS S. OF PIER,,,,,FALSE,kkhigh,3/7/2021 21:23,ngis based off of description,-122.494668,37.630412,188,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,11-Dec-01,,Advanced Decomposition,3,12/11/2001,12,,2001,FALSE,Advanced Decomposition,Male,,,No,42,in,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,"STINKY; ""SENILE FEMALE""; EMACIATED; MANY HOLES ON VISIBLE SURFACES; POSSIBLE HAGFISH OPENINGS; FEW EXTERNAL CYAMUS OR SKIN BARNACLES; NO LICE IN HOLES; ANIMAL TOWED TO SEA PAST PILLAR POINT",FALSE,
CAS,,CAS-Pv-11FEB17-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Bolinas,Agate Beach,,,37.894418,-122.703969,TRUE,kkhigh,3/18/2021 0:17,,-122.703969,37.894418,42,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,11-Feb-17,Beach or Land,Advanced Decomposition,3,2/11/2017,2,,2017,FALSE,Advanced Decomposition,Unknown,Pup / Calf,,Partial Carcass,56,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-11JAN97-JFB,,,Phocidae,HARBOR SEAL,Phoca,vitulina,J.F. BEELER,,Sonoma,,APPROXIMATELY 3/4 MI. N. OF GOAT ROCK (GOAT ROCK IS A MOUOTH OF RUSSIOAN RIVER),,,,,FALSE,kkhigh,3/16/2021 2:40,ngis based off of description,-123.130907,38.451765,372,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,11-Jan-97,,Unknown,3,1/11/1997,1,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-11JUL05-RB,,,Phocidae,HARBOR SEAL,Phoca,vitulina,RAYMOND BANDAR,,San Mateo,Pacifica,Pacific Manor Beach near foot of Aura Vista,,,,,FALSE,kkhigh,3/7/2021 8:00,ngis based off of description,-122.493912,37.65164,170,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,CBD,11-Jul-05,,Advanced Decomposition,3,7/11/2005,7,,2005,FALSE,Advanced Decomposition,Female,Pup / Calf,,No,73.5,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,PHOTOS TAKEN BY PRIVATE CITIZEN; CITIZEN SAID THAT SHE WOULD E-MAIL THE PICTURES CALIFORNIA MARINE MAMMAL CENTER,FALSE,
CAS,,CAS-Pv-11JUL11-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Pescadero,Middle Beach (north end),,,37.270822,-122.410743,FALSE,kkhigh,2/15/2021 20:10,,-122.410743,37.270822,22,,,,,,,,,,No,FALSE,FALSE,FALSE,,,FALSE,,11-Jul-11,,Mummified / Skeleton,3,7/11/2011,7,,2011,FALSE,Mummified / Skeleton,Female,Subadult,,No,144,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-11JUN19-SLP-A,,,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Sonoma,Bodega,"Bodega Dunes Near Bean Ave,",38.349969,-123.068095,38.349969,-123.068095,FALSE,kkhigh,3/14/2021 6:11,,-123.068095,38.349969,34,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,11-Jun-19,Beach or Land,Moderate Decomposition,3,6/11/2019,6,,2019,FALSE,Moderate Decomposition,Male,Subadult,,Whole Carcass,124,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Beach Watch Data,FALSE,
CAS,,CAS-Pv-11JUN19-SLP-B,,,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Pescadero,South of Fiddler's Cove below the green window house,37.242249,-122.41895,37.242249,-122.41895,FALSE,kkhigh,2/15/2021 18:01,,-122.41895,37.242249,10,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,11-Jun-19,Beach or Land,Moderate Decomposition,3,6/11/2019,6,,2019,FALSE,Moderate Decomposition,Male,Yearling,,Partial Carcass,102,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Beach Watch Data,FALSE,
CAS,,CAS-Pv-11MAY15-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Moss Beach,Fitzgerald Marine Reserve,,,37.515942,-122.512703,TRUE,kkhigh,2/11/2021 21:27,,-122.512703,37.515942,10,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,11-May-15,,Moderate Decomposition,3,5/11/2015,5,,2015,FALSE,Moderate Decomposition,Female,Pup / Calf,,Whole Carcass,82,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-11MAY17-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Pescadero,"Bean Hollow State Beach, between BH proper and Pebble Beach",,,37.2332,-122.4156,FALSE,kkhigh,2/15/2021 19:45,,-122.4156,37.2332,11,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,TRUE,Injury: multiple facial lacerations from animal bite,11-May-17,Beach or Land,Freshly Dead,3,,5,,2017,TRUE,,Unknown,Pup / Calf,,Whole Carcass,1,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,no exam washed out.,FALSE,
CAS,,CAS-Pv-12APR09-EAW,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,ELIZABETH A. WHEELER,,Marin,Tomales,"Point Reyes National Seashore, Tomales Point",,,,,FALSE,kkhigh,3/22/2021 0:35,ngis by Meredith S,-122.984262,38.234824,72,38.234824,-122.984262,Lat/Long estimated from Locality description -MCS 3/27/19,,,,Meredith S,2,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,External Examination,FALSE,CBD,12-Apr-09,,Moderate Decomposition,3,4/16/2009,4,,2009,FALSE,Unknown,Unknown,Subadult,,No,45,in,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-12FEB15-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Moss Beach,"Seal Cove, Fitzgerald Marine reserve",,,37.518208,-122.513722,FALSE,kkhigh,2/11/2021 21:19,,-122.513722,37.518208,10,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,12-Feb-15,,Freshly Dead,3,2/12/2015,2,,2015,FALSE,Freshly Dead,Male,Pup / Calf,,No,73,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-12JAN19-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Moss Beach,"Fitzgerald Marine Reserve, within haul out area",,,37.522627,-122.517299,TRUE,kkhigh,2/11/2021 1:59,,-122.517299,37.522627,10,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,12-Jan-19,Beach or Land,Freshly Dead,3,,1,,2019,FALSE,,Unknown,Pup / Calf,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,pre-term pup dead inside the rookery.,FALSE,
CAS,,CAS-Pv-12JUL15-MEF,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,MAUREEN E. FLANNERY,,San Mateo,Daly City,Beach north of Mussel Rock,,,37.674484,-122.495348,FALSE,kkhigh,2/13/2021 20:34,,-122.495348,37.674484,8,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,External Examination,FALSE,CBD,12-Jul-15,Beach or Land,Advanced Decomposition,3,7/12/2015,7,,2015,FALSE,Advanced Decomposition,Unknown,Pup / Calf,,Partial Carcass,85,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-12JUN12-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Half Moon Bay,Miramontes Point beach,,,37.428357,-122.439695,FALSE,kkhigh,2/15/2021 19:28,,-122.439695,37.428357,16,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,12-Jun-12,,Freshly Dead,3,,6,,2012,FALSE,,Unknown,Pup / Calf,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-12JUN16-SWG,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SARAH GRIMES,,Mendocino,Caspar,Caspar State Beach,,,39.361953,-123.816531,FALSE,kkhigh,3/24/2021 21:02,,-123.816531,39.361953,63,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,11-Jun-16,Beach or Land,Advanced Decomposition,3,6/12/2016,6,,2016,FALSE,Advanced Decomposition,Unknown,Subadult,,Partial Carcass,150,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-12JUN19-SLP,,,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Inverness,"Point Reyes National Seashore, Kehoe Beach, north of trailhead/creek",38.157916,-122.950002,38.157916,-122.950002,FALSE,kkhigh,3/19/2021 0:41,,-122.950002,38.157916,54,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,12-Jun-19,Beach or Land,Moderate Decomposition,3,6/12/2019,6,,2019,FALSE,Moderate Decomposition,Male,Adult,,Whole Carcass,159,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Beach Watch Data,FALSE,
CAS,,CAS-Pv-12MAR17-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Bolinas,"Agate Beach, north of the Agate Beach trailhead",,,37.900243,-122.713082,TRUE,kkhigh,3/19/2021 20:01,,-122.713082,37.900243,55,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,External Examination,TRUE,Shark scavenging,12-Mar-17,Floating,Advanced Decomposition,3,3/12/2017,3,,2017,FALSE,Advanced Decomposition,Unknown,Adult,,Partial Carcass,156,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-12MAY09-EAW,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,ELIZABETH A. WHEELER,,Marin,BELVEDERE,67 Bellvue Rd.,,,,,FALSE,kkhigh,3/22/2021 1:18,ngis based off of description,-122.45884,37.872118,25,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,Internal Examination,TRUE,MALNUTRITION,12-May-09,,Moderate Decomposition,3,5/12/2009,5,,2009,FALSE,Moderate Decomposition,Male,Pup / Calf,,No,80,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,5/12/2009,,BLOATED,FALSE,
CAS,,CAS-Pv-12MAY19-DJG,,"CAS, N",Phocidae,HARBOR SEAL,Phoca,vitulina,DENISE J. GREIG,,San Francisco,San Francisco,Ocean Beach,37.771943,-122.512512,37.771943,-122.512512,TRUE,kkhigh,3/22/2021 22:57,,-122.512512,37.771943,53,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,TRUE,shark,12-May-19,Beach or Land,Freshly Dead,3,5/12/2019,5,,2019,FALSE,Freshly Dead,Unknown,Pup / Calf,,Partial Carcass,101,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,only upper half of carcass.  Probable shark predation.,FALSE,
CAS,,CAS-Pv-12MAY19-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Stinson,On Stinson Beach,,,37.899223,-122.64645,TRUE,kkhigh,3/20/2021 0:29,,-122.64645,37.899223,53,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,TRUE,CBD,12-May-19,Beach or Land,Moderate Decomposition,3,,5,,2019,TRUE,,Unknown,Pup / Calf,,Partial Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,id'd via photograph. Torso only,FALSE,
CAS,,CAS-Pv-12SEP14-SLP-A,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON/MARY DELONG,,San Mateo,Moss Beach,"Ross Cove, south end. Fitzgerald Marine Reserve",,,37.502437,-122.499494,FALSE,kkhigh,2/12/2021 21:02,,-122.499494,37.502437,10,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,12-Sep-14,,Moderate Decomposition,3,9/12/2014,9,,2014,FALSE,Moderate Decomposition,Unknown,Pup / Calf,,No,112,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-12SEP14-SLP-B,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Mateo,Moss Beach,Ross Cove Fizgerald Marine Reserve,,,37.501046,-122.498645,TRUE,kkhigh,2/13/2021 0:00,,-122.498645,37.501046,13,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,12-Sep-14,Beach or Land,Freshly Dead,3,9/12/2014,9,,2014,FALSE,Freshly Dead,Unknown,Subadult,,,112,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-12SEP17-SWG,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SARAH GRIMES,,Mendocino,Manchester,Irish Beach,,,39.023897,-123.691215,FALSE,kkhigh,3/25/2021 2:03,,-123.691215,39.023897,49,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,12-Sep-17,Beach or Land,Mummified / Skeleton,3,9/12/2017,9,,2017,FALSE,Mummified / Skeleton,Unknown,Yearling,,Whole Carcass,122,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,skull missing,FALSE,
CAS,,CAS-Pv-13APR18-SLP,Cas-Pv-04Apr18-SLP,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Francisco,San Francisco,China Beach,,,37.788671,-122.490431,TRUE,kkhigh,3/23/2021 18:10,,-122.490434,37.788671,64,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,4-Apr-18,Beach or Land,Advanced Decomposition,3,4/13/2018,4,,2018,FALSE,Advanced Decomposition,Female,Adult,,Whole Carcass,141,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,examined many days AFter initial report. Washed out then back in. Green Twine to Left front flipper,FALSE,
CAS,,CAS-Pv-13JUL97-KC,,R,Phocidae,HARBOR SEAL,Phoca,vitulina,K. CEBRA,,San Francisco,San Francisco,"OCEAN BEACH, BY SEWAGE OUTLET AT FT. FUNSTON",,,37 42.905',122 30.157',FALSE,kkhigh,3/22/2021 5:24,ngis based off of description,-122.507224,37.728684,194,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,13-Jul-97,,Advanced Decomposition,3,7/16/1997,7,,1997,FALSE,Advanced Decomposition,Unknown,,,No,130,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-13JUN13-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Bolinas,West of Wharf Rd.,,,37.907479,-122.682548,FALSE,kkhigh,3/19/2021 22:20,,-122.682548,37.907479,44,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,13-Jun-13,,Advanced Decomposition,3,6/13/2013,6,,2013,FALSE,Advanced Decomposition,Male,Subadult,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Pv-13MAY19-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,Marin,Sausalito,"In San Francisco Bay, behind he Bay Model on a dock",37.864919,-122.492351,37.864919,-122.492351,TRUE,kkhigh,3/20/2021 4:49,,-122.492351,37.864919,50,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,TRUE,CBD,13-May-19,Beach or Land,Freshly Dead,3,,5,,2019,TRUE,,Unknown,Pup / Calf,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,id'd via photograph.,FALSE,
CAS,,CAS-Pv-13MAY19-SWG,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SARAH GRIMES,,Mendocino,Cleone,MacKerricher State Beach,39.494919,-123.793898,39.494919,-123.793898,FALSE,kkhigh,3/24/2021 6:37,,-123.793898,39.494919,48,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,TRUE,CBD,13-May-19,Beach or Land,Freshly Dead,3,5/13/2019,5,,2019,FALSE,Freshly Dead,Male,Pup / Calf,,Partial Carcass,80,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,part of an ongoing coyote predation event.,FALSE,
CAS,,CAS-Pv-13SEP15-SLP,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Francisco,San Francisco,Ocean Beach between Lawton and Noriega,,,37.754605,-122.510173,TRUE,kkhigh,3/23/2021 4:16,,-122.510173,37.754605,69,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,13-Sep-15,Floating,,3,,9,,2015,TRUE,,Unknown,Adult,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,"not able to examine, washed out",FALSE,
CAS,,CAS-Pv-14APR18-SWG,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,SARAH GRIMES,,Mendocino,Fort Bragg,"MacKerricher State Beach, in ice plant near harbor seal rookery",,,39.494752,-122.793931,FALSE,kkhigh,3/25/2021 2:22,,-123.793931,39.494752,46,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,14-Apr-18,Beach or Land,Freshly Dead,3,4/14/2018,4,,2018,FALSE,Freshly Dead,Male,Pup / Calf,,Partial Carcass,75,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,partial carcass found in ice plant,FALSE,
